,Label,Object1,Object2,Object3,Object4,Action,Acteur
1356,coast,456,64,99,397,1422,1757
1357,coast,64,362,279,47,1422,1765
1358,coast,456,397,244,47,915,1757
1359,coast,244,456,47,64,1422,1757
1360,coast,397,244,480,355,915,1757
1361,coast,375,244,47,99,1422,1765
1362,coast,375,47,244,362,915,1765
1363,coast,99,362,47,244,915,1765
1364,coast,480,355,47,279,1422,1765
1365,coast,362,456,480,279,1422,1757
1366,coast,279,397,456,375,915,1757
1367,coast,456,47,480,397,915,1765
1368,coast,355,64,47,279,1422,1757
1369,coast,456,279,64,480,915,1765
1370,coast,99,456,244,480,915,1757
1371,coast,47,244,375,456,1422,1757
1372,coast,99,375,362,397,915,1757
1373,coast,375,47,99,244,1422,1757
1374,coast,397,99,375,362,915,1765
1375,coast,397,375,47,362,915,1757
1376,coast,375,362,99,456,915,1765
1377,coast,456,355,47,362,1422,1757
1378,coast,64,47,456,99,915,1757
1379,coast,375,64,355,362,915,1765
1380,coast,375,397,355,362,915,1765
1381,coast,279,244,99,64,915,1757
1382,coast,47,244,480,355,915,1765
1383,coast,47,397,64,244,1422,1765
1384,coast,279,64,375,397,915,1757
1385,coast,456,47,375,279,1422,1765
1386,coast,456,244,375,279,915,1765
1387,coast,244,64,355,456,915,1757
1388,coast,456,375,244,64,1422,1757
1389,coast,244,47,456,64,915,1765
1390,coast,99,362,480,456,915,1765
1391,coast,480,244,456,397,915,1757
1392,coast,279,355,64,362,915,1757
1393,coast,47,244,99,64,1422,1765
1394,coast,480,64,279,456,1422,1757
1395,coast,355,279,99,480,915,1757
1396,coast,64,375,480,355,1422,1757
1397,coast,47,99,362,244,915,1757
1398,coast,480,244,279,375,915,1765
1399,coast,64,362,480,99,1422,1765
1400,computer room,371,91,121,131,816,1765
1401,computer room,252,121,49,236,1171,1543
1402,computer room,49,236,371,131,1171,1543
1403,computer room,181,121,131,162,1171,1648
1404,computer room,140,472,121,109,911,1542
1405,computer room,236,109,49,162,816,1648
1406,computer room,121,109,49,252,1171,1543
1407,computer room,91,162,472,371,911,1648
1408,computer room,91,109,236,49,911,1765
1409,computer room,121,49,371,236,816,1542
1410,computer room,150,131,472,91,911,1765
1411,computer room,140,252,280,181,816,1542
1412,computer room,472,131,121,162,816,1543
1413,computer room,371,121,90,91,911,1648
1414,computer room,371,181,90,131,911,1765
1415,computer room,91,162,252,131,816,1765
1416,computer room,371,472,236,131,816,1648
1417,computer room,236,252,140,472,911,1648
1418,computer room,371,91,121,49,911,1543
1419,computer room,121,131,150,472,911,1543
1420,computer room,121,150,109,181,911,1542
1421,computer room,472,109,90,252,816,1765
1422,computer room,236,109,140,162,1171,1543
1423,computer room,90,162,181,252,911,1648
1424,computer room,236,472,252,49,1171,1543
1425,computer room,131,252,162,140,1171,1542
1426,computer room,121,181,109,49,911,1648
1427,computer room,252,150,371,236,911,1543
1428,computer room,140,280,236,90,816,1543
1429,computer room,236,90,162,371,816,1543
1430,computer room,280,49,131,91,911,1765
1431,computer room,162,109,252,236,1171,1543
1432,computer room,140,371,472,162,1171,1648
1433,computer room,49,131,150,140,816,1648
1434,computer room,371,162,121,252,1171,1543
1435,computer room,181,371,49,140,816,1648
1436,computer room,49,280,472,181,816,1542
1437,computer room,131,252,90,140,816,1543
1438,computer room,49,252,162,91,1171,1542
1439,computer room,109,252,371,49,911,1648
1440,computer room,252,90,181,150,911,1765
1441,computer room,162,236,252,280,1171,1648
1442,computer room,236,472,252,121,911,1765
1443,computer room,371,181,49,90,816,1542
1444,computer room,280,91,181,109,1171,1543
1445,computer room,49,162,140,371,816,1542
1446,computer room,109,472,162,121,911,1543
1447,computer room,371,140,181,121,1171,1765
1448,computer room,109,131,371,280,911,1765
1449,computer room,49,181,236,109,1171,1542
1450,computer room,150,181,91,236,816,1543
1451,computer room,252,131,280,90,911,1543
1452,computer room,371,131,236,49,911,1765
1453,computer room,150,236,472,371,911,1543
1454,computer room,150,371,91,280,816,1543
1455,computer room,472,109,150,140,1171,1543
1456,computer room,181,121,131,236,816,1542
1457,computer room,49,472,140,181,1171,1543
1458,computer room,236,90,49,472,911,1543
1459,computer room,90,472,280,181,1171,1542
1460,computer room,109,472,181,140,816,1648
1461,computer room,150,236,90,181,816,1765
1462,computer room,150,181,121,472,911,1543
1463,computer room,280,91,150,472,911,1648
1464,computer room,371,472,162,181,816,1765
1465,computer room,236,252,91,371,911,1543
1466,computer room,91,90,181,109,816,1543
1467,computer room,181,150,252,90,816,1765
1468,computer room,181,236,121,371,1171,1542
1469,computer room,252,162,121,371,816,1543
1470,computer room,162,280,90,236,1171,1542
1471,computer room,90,91,49,150,816,1543
1472,computer room,121,236,91,150,1171,1543
1473,computer room,252,90,472,150,816,1543
1474,computer room,236,150,472,181,911,1543
1475,computer room,280,472,91,90,1171,1542
1476,computer room,131,91,236,90,1171,1543
1477,computer room,91,121,131,49,816,1542
1478,computer room,236,371,162,140,816,1543
1479,computer room,150,280,236,90,1171,1542
1480,computer room,472,109,150,49,1171,1543
1481,computer room,162,181,49,280,1171,1648
1482,computer room,49,371,162,181,911,1542
1483,computer room,109,121,150,49,816,1765
1484,computer room,49,280,131,472,1171,1648
1485,computer room,280,91,131,181,1171,1542
1486,computer room,131,162,252,140,1171,1543
1487,computer room,49,280,162,150,1171,1765
1488,computer room,91,140,49,109,911,1765
1489,computer room,162,49,150,131,911,1765
1490,computer room,472,90,236,131,816,1542
1491,computer room,280,150,162,472,911,1765
1492,computer room,150,181,91,90,911,1542
1493,computer room,150,162,121,131,1171,1765
1494,computer room,140,181,91,150,911,1542
1495,computer room,150,280,181,90,1171,1543
1496,computer room,252,49,472,162,816,1765
1497,computer room,109,371,472,140,1171,1542
1498,computer room,121,162,252,371,1171,1542
1499,computer room,90,252,280,121,816,1542
1500,Gas station,380,194,311,199,1361,1547
1501,Gas station,354,82,253,380,822,1547
1502,Gas station,194,199,380,253,822,1721
1503,Gas station,394,470,380,199,1393,1547
1504,Gas station,194,253,200,82,1393,1545
1505,Gas station,194,82,199,253,822,1721
1506,Gas station,199,394,470,380,1393,1547
1507,Gas station,199,380,470,253,822,1547
1508,Gas station,470,82,199,380,1393,1721
1509,Gas station,200,380,253,199,1361,1545
1510,Gas station,354,380,253,194,822,1547
1511,Gas station,200,82,253,354,1361,1721
1512,Gas station,194,311,82,354,1393,1547
1513,Gas station,253,311,82,394,1361,1721
1514,Gas station,394,199,82,470,1393,1721
1515,Gas station,82,200,194,380,822,1721
1516,Gas station,354,253,394,194,822,1547
1517,Gas station,311,194,253,82,822,1547
1518,Gas station,200,199,82,194,1393,1721
1519,Gas station,311,380,194,199,1393,1547
1520,Gas station,470,253,194,199,822,1547
1521,Gas station,194,380,200,82,822,1547
1522,Gas station,311,470,194,394,1393,1545
1523,Gas station,311,380,82,354,822,1545
1524,Gas station,253,200,380,394,822,1547
1525,Gas station,199,380,82,253,1361,1547
1526,Gas station,311,470,394,199,822,1545
1527,Gas station,470,253,394,354,822,1547
1528,Gas station,194,200,311,380,1361,1547
1529,Gas station,311,470,200,380,1393,1721
1530,Gas station,394,311,200,194,1393,1547
1531,Gas station,253,311,200,380,1393,1721
1532,Gas station,200,194,394,311,1393,1721
1533,Gas station,470,194,354,82,822,1721
1534,Gas station,253,82,311,199,822,1547
1535,Gas station,253,200,380,354,822,1545
1536,Gas station,380,354,470,200,1393,1547
1537,Gas station,394,253,199,354,1393,1721
1538,Gas station,82,253,470,199,822,1545
1539,Gas station,470,394,380,253,1361,1545
1540,Gas station,200,82,253,380,1361,1545
1541,Gas station,394,311,380,354,1361,1721
1542,Gas station,354,394,380,199,1361,1547
1543,Gas station,200,199,470,380,1393,1547
1544,Gas station,200,253,199,380,822,1545
1545,Gas station,82,200,354,194,1361,1547
1546,Gas station,354,200,394,199,1393,1547
1547,Gas station,194,394,253,470,822,1721
1548,Gas station,253,200,354,194,1393,1547
1549,Gas station,311,199,82,253,822,1545
1550,Gas station,200,394,311,82,1361,1547
1551,Gas station,380,199,354,394,1361,1721
1552,Gas station,82,394,199,311,1393,1547
1553,Gas station,470,253,82,354,822,1721
1554,Gas station,82,354,394,380,1361,1545
1555,Gas station,253,199,380,200,1361,1547
1556,Gas station,199,311,200,394,1393,1547
1557,Gas station,253,311,394,82,1393,1721
1558,Gas station,82,470,253,194,1393,1545
1559,Gas station,354,199,82,194,1361,1545
1560,Gas station,470,199,194,380,822,1547
1561,Gas station,311,394,199,470,1361,1721
1562,Gas station,380,200,194,253,1393,1545
1563,Gas station,253,470,199,194,1393,1547
1564,Gas station,394,253,380,194,1393,1547
1565,Gas station,394,470,200,380,1393,1721
1566,Gas station,199,253,82,311,1393,1545
1567,Gas station,199,311,200,253,1361,1721
1568,Gas station,194,253,380,200,1393,1547
1569,Gas station,200,199,194,380,822,1721
1570,Gas station,194,470,199,82,822,1721
1571,Gas station,199,354,253,380,1393,1721
1572,Gas station,394,199,380,354,822,1721
1573,Gas station,311,199,380,82,1361,1545
1574,Gas station,82,194,470,311,822,1547
1575,Gas station,311,470,199,82,822,1547
1576,Gas station,253,200,354,470,1361,1721
1577,Gas station,200,470,199,82,1393,1547
1578,Gas station,394,253,200,470,1361,1545
1579,Gas station,394,354,200,194,1393,1721
1580,Gas station,194,82,354,199,1361,1547
1581,Gas station,199,380,253,194,1393,1545
1582,Gas station,82,199,354,394,822,1545
1583,Gas station,194,200,82,199,822,1547
1584,Gas station,354,194,199,380,822,1547
1585,Gas station,200,194,82,199,1393,1545
1586,Gas station,200,82,253,194,822,1545
1587,Gas station,82,311,394,470,1393,1547
1588,Gas station,394,380,194,470,822,1547
1589,Gas station,470,199,200,82,1393,1545
1590,Gas station,394,200,311,199,1361,1721
1591,Gas station,380,311,200,470,1393,1545
1592,Gas station,194,200,380,199,822,1721
1593,Gas station,380,394,354,199,822,1545
1594,Gas station,311,470,394,253,822,1721
1595,Gas station,82,354,311,470,822,1545
1596,Gas station,199,380,194,311,1361,1721
1597,Gas station,194,199,394,253,1361,1721
1598,Gas station,253,394,199,194,1393,1547
1599,Gas station,354,199,311,380,822,1547
1600,green house,74,324,330,31,846,1765
1601,green house,31,181,846,329,846,1765
1602,green house,330,74,183,324,845,1765
1603,green house,63,324,846,31,845,1765
1604,green house,74,31,330,181,1407,1765
1605,green house,182,63,90,31,1419,1765
1606,green house,329,74,183,90,1407,1765
1607,green house,846,182,324,330,1407,1765
1608,green house,329,182,90,330,1419,1765
1609,green house,63,31,74,330,1384,1765
1610,green house,63,329,846,181,1419,1765
1611,green house,182,90,846,31,1419,1765
1612,green house,846,182,74,329,1407,1765
1613,green house,324,182,183,329,846,1765
1614,green house,63,324,74,846,845,1765
1615,green house,90,182,183,63,838,1765
1616,green house,846,182,183,31,1407,1765
1617,green house,63,181,182,324,838,1765
1618,green house,90,330,324,846,1407,1765
1619,green house,330,324,183,74,846,1765
1620,green house,329,181,846,183,1407,1765
1621,green house,63,183,181,846,1419,1765
1622,green house,324,846,329,90,1407,1765
1623,green house,330,846,324,63,838,1765
1624,green house,181,329,63,330,845,1765
1625,green house,330,846,181,90,838,1765
1626,green house,90,181,182,31,845,1765
1627,green house,31,90,330,324,845,1765
1628,green house,90,183,31,63,846,1765
1629,green house,63,74,330,324,838,1765
1630,green house,181,182,846,183,1384,1765
1631,green house,182,324,329,183,1384,1765
1632,green house,324,31,182,330,1384,1765
1633,green house,330,846,90,324,838,1765
1634,green house,31,329,324,330,1407,1765
1635,green house,74,182,329,63,845,1765
1636,green house,324,182,329,846,1384,1765
1637,green house,90,846,330,181,845,1765
1638,green house,183,181,63,846,1384,1765
1639,green house,74,63,846,31,846,1765
1640,green house,846,182,183,330,846,1765
1641,green house,330,329,31,90,845,1765
1642,green house,181,74,183,182,1384,1765
1643,green house,181,846,329,324,845,1765
1644,green house,182,181,90,74,838,1765
1645,green house,31,182,90,63,1384,1765
1646,green house,63,31,90,181,846,1765
1647,green house,181,846,63,324,845,1765
1648,green house,183,31,181,74,1407,1765
1649,green house,329,74,182,31,838,1765
1650,green house,183,324,63,330,1419,1765
1651,green house,90,63,846,74,846,1765
1652,green house,63,181,31,846,845,1765
1653,green house,846,330,74,324,1419,1765
1654,green house,330,63,324,90,846,1765
1655,green house,63,846,330,31,845,1765
1656,green house,329,846,181,324,846,1765
1657,green house,63,74,329,181,838,1765
1658,green house,182,329,181,31,845,1765
1659,green house,182,329,324,63,1419,1765
1660,green house,846,330,324,182,1419,1765
1661,green house,182,846,330,31,845,1765
1662,green house,330,181,846,74,1384,1765
1663,green house,324,181,846,183,1407,1765
1664,green house,324,90,182,31,1419,1765
1665,green house,846,63,181,324,846,1765
1666,green house,324,31,329,846,845,1765
1667,green house,182,31,846,183,845,1765
1668,green house,330,90,324,329,1384,1765
1669,green house,74,182,846,181,1419,1765
1670,green house,329,181,31,63,845,1765
1671,green house,846,182,31,329,846,1765
1672,green house,182,31,183,63,1419,1765
1673,green house,63,90,846,330,1419,1765
1674,green house,846,330,181,74,845,1765
1675,green house,846,31,329,183,1384,1765
1676,green house,63,182,330,181,1407,1765
1677,green house,90,182,330,183,1419,1765
1678,green house,182,90,324,31,1384,1765
1679,green house,846,90,324,183,838,1765
1680,green house,329,181,31,90,1419,1765
1681,green house,183,329,182,63,1419,1765
1682,green house,329,183,182,63,1407,1765
1683,green house,182,63,183,846,1384,1765
1684,green house,90,846,183,63,845,1765
1685,green house,182,846,63,324,1407,1765
1686,green house,330,329,63,74,838,1765
1687,green house,182,329,846,63,838,1765
1688,green house,63,90,324,183,845,1765
1689,green house,324,31,846,63,1419,1765
1690,green house,74,90,183,182,1384,1765
1691,green house,63,329,31,324,838,1765
1692,green house,182,90,324,74,1407,1765
1693,green house,846,183,329,74,846,1765
1694,green house,183,74,329,846,1407,1765
1695,green house,63,846,329,31,1419,1765
1696,green house,63,31,90,181,1384,1765
1697,green house,74,329,846,63,1419,1765
1698,green house,74,90,324,330,1407,1765
1699,green house,63,74,182,329,1407,1765
1700,grocery store,58,269,77,181,1419,1765
1701,grocery store,58,262,167,243,1419,1765
1702,grocery store,77,438,90,58,1419,1560
1703,grocery store,276,167,243,181,1407,1560
1704,grocery store,337,77,243,90,1336,1765
1705,grocery store,336,262,337,25,1336,1560
1706,grocery store,77,81,58,25,1407,1560
1707,grocery store,233,243,90,269,1336,1560
1708,grocery store,77,60,93,243,1407,1765
1709,grocery store,181,77,58,337,1419,1560
1710,grocery store,192,276,25,24,1419,1765
1711,grocery store,438,191,192,58,1407,1560
1712,grocery store,77,60,24,191,1336,1765
1713,grocery store,90,441,93,243,1336,1560
1714,grocery store,167,60,25,269,1419,1560
1715,grocery store,25,58,269,191,1407,1560
1716,grocery store,58,167,233,181,1419,1765
1717,grocery store,81,276,192,167,1407,1765
1718,grocery store,93,469,58,243,1419,1560
1719,grocery store,337,90,81,167,1419,1765
1720,grocery store,191,243,25,24,1419,1560
1721,grocery store,60,167,269,336,1336,1765
1722,grocery store,336,60,337,438,1419,1560
1723,grocery store,77,181,60,167,1407,1560
1724,grocery store,192,269,167,336,1419,1765
1725,grocery store,191,276,441,60,1419,1560
1726,grocery store,276,81,93,58,1419,1765
1727,grocery store,167,60,243,262,1407,1765
1728,grocery store,262,276,337,167,1419,1765
1729,grocery store,167,337,276,58,1419,1560
1730,grocery store,192,276,167,233,1336,1560
1731,grocery store,90,60,262,181,1419,1765
1732,grocery store,469,81,77,276,1419,1765
1733,grocery store,181,441,337,93,1419,1560
1734,grocery store,90,191,269,24,1336,1560
1735,grocery store,469,336,58,24,1407,1560
1736,grocery store,93,337,77,90,1336,1560
1737,grocery store,336,24,81,192,1419,1560
1738,grocery store,269,262,58,276,1336,1765
1739,grocery store,191,181,77,469,1419,1765
1740,grocery store,25,337,438,77,1419,1765
1741,grocery store,58,60,469,441,1336,1560
1742,grocery store,191,25,243,24,1407,1560
1743,grocery store,93,469,243,269,1407,1560
1744,grocery store,269,262,276,191,1336,1765
1745,grocery store,191,25,90,438,1336,1765
1746,grocery store,233,24,262,336,1407,1765
1747,grocery store,24,191,25,337,1419,1765
1748,grocery store,58,60,24,77,1419,1560
1749,grocery store,337,191,167,58,1407,1765
1750,grocery store,167,441,469,93,1419,1560
1751,grocery store,77,337,58,25,1336,1765
1752,grocery store,337,81,191,58,1407,1765
1753,grocery store,262,58,24,167,1419,1560
1754,grocery store,25,60,276,243,1419,1560
1755,grocery store,262,233,181,441,1336,1765
1756,grocery store,90,337,60,269,1419,1560
1757,grocery store,469,191,90,24,1419,1560
1758,grocery store,25,167,191,243,1407,1765
1759,grocery store,337,276,243,60,1336,1560
1760,grocery store,441,25,276,191,1407,1560
1761,grocery store,90,441,58,337,1336,1765
1762,grocery store,276,77,243,24,1407,1765
1763,grocery store,81,269,337,93,1419,1765
1764,grocery store,243,167,336,93,1419,1765
1765,grocery store,336,243,191,276,1407,1765
1766,grocery store,243,336,60,90,1336,1765
1767,grocery store,243,276,181,233,1407,1560
1768,grocery store,77,262,269,93,1419,1765
1769,grocery store,192,93,181,81,1407,1765
1770,grocery store,243,90,233,336,1407,1560
1771,grocery store,77,337,191,276,1336,1560
1772,grocery store,58,262,191,469,1407,1765
1773,grocery store,93,181,81,192,1336,1560
1774,grocery store,81,181,90,167,1336,1560
1775,grocery store,243,25,191,262,1336,1560
1776,grocery store,191,81,93,25,1407,1560
1777,grocery store,269,25,90,233,1419,1560
1778,grocery store,336,441,438,243,1336,1560
1779,grocery store,438,441,167,269,1407,1765
1780,grocery store,25,93,90,77,1407,1765
1781,grocery store,337,441,181,262,1419,1765
1782,grocery store,262,25,276,81,1407,1765
1783,grocery store,167,81,233,337,1407,1765
1784,grocery store,337,90,233,276,1336,1765
1785,grocery store,77,167,469,60,1336,1560
1786,grocery store,167,336,441,191,1336,1765
1787,grocery store,262,438,24,243,1419,1560
1788,grocery store,243,90,181,337,1419,1765
1789,grocery store,469,233,58,438,1336,1765
1790,grocery store,181,269,25,81,1407,1765
1791,grocery store,336,25,276,90,1407,1560
1792,grocery store,438,90,58,167,1407,1765
1793,grocery store,469,337,60,90,1336,1560
1794,grocery store,25,336,192,167,1419,1765
1795,grocery store,58,441,469,24,1407,1560
1796,grocery store,262,60,469,441,1419,1765
1797,grocery store,181,24,469,77,1407,1560
1798,grocery store,336,81,233,243,1336,1560
1799,grocery store,262,181,336,93,1419,1765
1800,gym,22,150,54,251,1415,1565
1801,gym,150,33,54,483,1102,1765
1802,gym,54,22,264,472,1121,1567
1803,gym,455,485,54,264,1121,1567
1804,gym,455,472,264,359,1366,1567
1805,gym,483,485,455,359,1102,1765
1806,gym,22,150,455,264,1102,1765
1807,gym,483,359,455,264,1366,1765
1808,gym,359,251,159,485,867,1765
1809,gym,455,159,359,472,1121,1567
1810,gym,251,33,264,359,1415,1567
1811,gym,455,150,54,485,1102,1565
1812,gym,251,472,359,33,1343,1565
1813,gym,251,33,159,472,867,1765
1814,gym,359,22,159,251,1121,1565
1815,gym,472,150,485,22,1087,1757
1816,gym,485,472,483,264,1343,1565
1817,gym,472,264,455,251,867,1765
1818,gym,159,54,483,150,1343,1565
1819,gym,22,483,264,54,1343,1765
1820,gym,159,483,251,472,867,1765
1821,gym,54,251,483,159,1415,1765
1822,gym,251,483,472,264,867,1565
1823,gym,483,33,159,359,1087,1567
1824,gym,485,54,251,150,1343,1765
1825,gym,472,359,22,150,1102,1757
1826,gym,159,33,251,54,1087,1757
1827,gym,264,472,22,455,1366,1567
1828,gym,54,455,150,159,1366,1765
1829,gym,33,359,485,455,1343,1565
1830,gym,33,472,359,54,1366,1765
1831,gym,33,54,483,472,1087,1567
1832,gym,159,485,483,22,1355,1765
1833,gym,455,33,359,159,867,1567
1834,gym,485,150,251,455,1366,1567
1835,gym,251,22,54,159,1343,1757
1836,gym,150,251,359,159,1366,1567
1837,gym,455,472,483,159,1366,1757
1838,gym,150,54,159,455,1102,1565
1839,gym,251,54,472,33,1366,1765
1840,gym,251,159,455,150,1102,1765
1841,gym,22,264,33,359,867,1565
1842,gym,54,22,264,359,1087,1757
1843,gym,54,359,455,485,1102,1765
1844,gym,472,359,485,455,1415,1567
1845,gym,251,54,264,455,1343,1757
1846,gym,455,483,251,22,1422,1757
1847,gym,150,54,159,483,1415,1757
1848,gym,472,485,483,54,867,1757
1849,gym,22,264,485,483,1415,1765
1850,gym,359,22,455,33,1422,1567
1851,gym,22,251,483,472,1355,1757
1852,gym,159,54,33,472,1121,1765
1853,gym,472,264,485,54,1422,1565
1854,gym,472,159,264,483,1121,1757
1855,gym,150,455,54,472,1087,1567
1856,gym,485,455,264,483,1343,1757
1857,gym,264,485,483,251,1366,1565
1858,gym,472,54,264,455,1355,1757
1859,gym,359,455,22,251,1087,1565
1860,gym,159,33,251,472,1415,1565
1861,gym,150,359,455,251,1121,1765
1862,gym,472,485,264,159,867,1567
1863,gym,455,485,264,483,1422,1757
1864,gym,483,485,264,54,1102,1765
1865,gym,483,33,54,485,867,1565
1866,gym,22,472,455,54,1422,1757
1867,gym,485,359,483,22,1102,1757
1868,gym,455,159,485,54,1355,1757
1869,gym,264,485,455,483,867,1765
1870,gym,54,483,455,472,1422,1765
1871,gym,455,472,159,485,1355,1757
1872,gym,485,150,251,264,867,1765
1873,gym,159,150,485,54,1102,1757
1874,gym,159,472,150,485,1121,1757
1875,gym,359,251,22,33,867,1567
1876,gym,150,264,485,455,1422,1567
1877,gym,54,455,359,159,1343,1757
1878,gym,264,33,359,150,867,1567
1879,gym,33,150,359,455,1355,1565
1880,gym,483,33,359,150,1343,1765
1881,gym,150,455,54,359,1415,1765
1882,gym,483,33,359,54,1343,1765
1883,gym,33,251,150,159,1121,1567
1884,gym,33,455,54,22,1121,1567
1885,gym,472,251,54,33,867,1565
1886,gym,159,485,455,33,1415,1567
1887,gym,483,22,485,150,1102,1757
1888,gym,359,150,251,33,1355,1765
1889,gym,159,150,485,54,867,1757
1890,gym,472,150,33,483,867,1565
1891,gym,54,359,455,159,1415,1565
1892,gym,54,485,150,455,1121,1567
1893,gym,485,150,159,455,1087,1765
1894,gym,455,33,22,485,1121,1765
1895,gym,359,54,264,159,1343,1757
1896,gym,455,483,33,150,867,1757
1897,gym,159,264,483,455,1102,1567
1898,gym,264,485,150,22,1121,1757
1899,gym,359,159,455,472,1366,1565
1900,Hair Salon,369,322,241,259,1415,1572
1901,Hair Salon,273,90,2,104,1376,1572
1902,Hair Salon,479,376,150,221,1376,1572
1903,Hair Salon,189,472,259,222,1376,1572
1904,Hair Salon,241,376,91,220,905,1572
1905,Hair Salon,472,91,181,226,1185,1572
1906,Hair Salon,226,164,181,150,898,1572
1907,Hair Salon,376,417,150,90,1185,1572
1908,Hair Salon,164,226,383,417,1185,1572
1909,Hair Salon,259,222,417,189,1185,1572
1910,Hair Salon,91,312,417,273,898,1572
1911,Hair Salon,472,2,417,273,905,1572
1912,Hair Salon,303,479,181,376,898,1572
1913,Hair Salon,220,224,90,189,1415,1572
1914,Hair Salon,479,220,462,224,1376,1572
1915,Hair Salon,322,2,164,150,1415,1572
1916,Hair Salon,303,220,312,164,1185,1572
1917,Hair Salon,90,303,479,226,905,1572
1918,Hair Salon,303,369,226,90,898,1572
1919,Hair Salon,369,224,150,383,905,1572
1920,Hair Salon,181,226,2,376,1415,1572
1921,Hair Salon,417,104,303,383,905,1572
1922,Hair Salon,273,90,480,221,1376,1572
1923,Hair Salon,104,2,222,150,1185,1572
1924,Hair Salon,164,226,220,2,905,1572
1925,Hair Salon,383,104,376,224,1185,1572
1926,Hair Salon,383,376,369,303,1185,1572
1927,Hair Salon,479,480,369,322,898,1572
1928,Hair Salon,376,312,220,221,898,1572
1929,Hair Salon,181,479,349,480,898,1572
1930,Hair Salon,224,226,312,383,1415,1572
1931,Hair Salon,417,241,273,226,898,1572
1932,Hair Salon,226,90,222,189,1415,1572
1933,Hair Salon,273,91,376,181,1185,1572
1934,Hair Salon,376,479,150,164,905,1572
1935,Hair Salon,150,259,417,2,898,1572
1936,Hair Salon,222,369,480,2,898,1572
1937,Hair Salon,90,417,472,91,905,1572
1938,Hair Salon,220,222,349,164,898,1572
1939,Hair Salon,369,462,164,479,1415,1572
1940,Hair Salon,241,2,164,222,905,1572
1941,Hair Salon,181,480,369,479,1376,1572
1942,Hair Salon,150,224,104,322,905,1572
1943,Hair Salon,303,91,220,369,1185,1572
1944,Hair Salon,224,259,480,164,1415,1572
1945,Hair Salon,417,312,472,226,1376,1572
1946,Hair Salon,417,224,164,259,898,1572
1947,Hair Salon,322,181,480,273,1185,1572
1948,Hair Salon,224,241,462,273,905,1572
1949,Hair Salon,221,220,104,2,898,1572
1950,Hair Salon,2,164,479,221,905,1572
1951,Hair Salon,189,349,462,221,905,1572
1952,Hair Salon,312,90,472,479,1376,1572
1953,Hair Salon,383,224,369,472,905,1572
1954,Hair Salon,241,220,479,472,1376,1572
1955,Hair Salon,479,376,369,303,1415,1572
1956,Hair Salon,104,226,181,376,905,1572
1957,Hair Salon,104,349,220,91,898,1572
1958,Hair Salon,479,104,349,2,1415,1572
1959,Hair Salon,259,273,462,220,905,1572
1960,Hair Salon,417,472,369,376,905,1572
1961,Hair Salon,221,104,376,303,905,1572
1962,Hair Salon,220,90,462,480,1415,1572
1963,Hair Salon,376,189,2,322,1415,1572
1964,Hair Salon,226,480,303,259,1415,1572
1965,Hair Salon,376,104,259,91,1376,1572
1966,Hair Salon,224,479,91,383,1415,1572
1967,Hair Salon,226,104,189,383,1376,1572
1968,Hair Salon,322,259,472,104,1415,1572
1969,Hair Salon,479,383,480,273,905,1572
1970,Hair Salon,369,376,259,164,905,1572
1971,Hair Salon,90,241,322,104,1376,1572
1972,Hair Salon,259,462,241,150,905,1572
1973,Hair Salon,417,376,241,472,1376,1572
1974,Hair Salon,462,104,472,480,1376,1572
1975,Hair Salon,181,104,312,221,905,1572
1976,Hair Salon,376,479,417,462,905,1572
1977,Hair Salon,189,181,462,472,905,1572
1978,Hair Salon,303,104,417,349,1415,1572
1979,Hair Salon,189,181,376,90,1185,1572
1980,Hair Salon,164,322,480,104,1185,1572
1981,Hair Salon,164,479,376,417,1185,1572
1982,Hair Salon,376,369,150,259,1185,1572
1983,Hair Salon,90,222,221,104,905,1572
1984,Hair Salon,181,164,472,273,1415,1572
1985,Hair Salon,226,181,376,224,1185,1572
1986,Hair Salon,221,322,383,189,1415,1572
1987,Hair Salon,189,220,259,164,1415,1572
1988,Hair Salon,303,164,259,91,1376,1572
1989,Hair Salon,164,383,222,303,898,1572
1990,Hair Salon,181,222,164,104,1415,1572
1991,Hair Salon,303,376,312,226,1376,1572
1992,Hair Salon,241,417,226,376,1415,1572
1993,Hair Salon,241,383,417,312,898,1572
1994,Hair Salon,221,259,164,479,905,1572
1995,Hair Salon,303,220,349,273,898,1572
1996,Hair Salon,226,479,322,90,1376,1572
1997,Hair Salon,181,189,220,369,1185,1572
1998,Hair Salon,480,2,369,90,1376,1572
1999,Hair Salon,91,221,2,220,905,1572
2000,Hill,397,456,174,384,1229,1757
2001,Hill,216,353,174,397,1229,1757
2002,Hill,397,384,353,216,1422,1769
2003,Hill,456,353,174,397,1422,1757
2004,Hill,456,384,353,397,1229,1578
2005,Hill,456,174,397,216,1415,1769
2006,Hill,174,384,397,353,915,1578
2007,Hill,456,216,229,174,1415,1765
2008,Hill,456,353,384,397,1415,1757
2009,Hill,353,174,216,384,915,1765
2010,Hill,216,353,456,397,1415,1757
2011,Hill,229,174,397,353,1415,1578
2012,Hill,174,397,229,353,1415,1765
2013,Hill,397,456,229,384,915,1765
2014,Hill,384,397,353,174,1229,1578
2015,Hill,456,216,397,384,1229,1757
2016,Hill,353,456,216,174,915,1577
2017,Hill,229,353,216,384,1415,1578
2018,Hill,456,229,397,216,915,1757
2019,Hill,216,353,229,174,1229,1765
